Time (s),Roll (deg),Pitch (deg),Yaw (deg)
8.781910419,75.69614,1.965714,-102.4104
8.802213669,75.69198,1.966124,-102.3769
8.822516918,75.6898,1.964807,-102.3441
8.840277672,75.68681,1.962806,-102.3176
8.860580444,75.68668,1.965183,-102.2892
8.880883694,75.685,1.967748,-102.2645
8.901186466,75.69084,1.968245,-102.2473
8.921489716,75.69816,1.968844,-102.2365
8.941792011,75.69807,1.968814,-102.2278
8.962095261,75.69365,1.969603,-102.2228
8.982398033,75.69279,1.969791,-102.216
9.000163078,75.69602,1.963334,-102.2109
9.020466327,75.70097,1.951586,-102.2063
9.040764808,75.70225,1.953514,-102.2058
9.061068058,75.70736,1.955251,-102.2002
9.081371307,75.71971,1.951233,-102.1883
9.101673603,75.73025,1.944508,-102.172
9.121976852,75.73474,1.945041,-102.1498
9.142279148,75.73215,1.935552,-102.1232
9.162582397,75.73602,1.927426,-102.0971
9.180347919,75.73926,1.930238,-102.0735
9.200650215,75.74657,1.93153,-102.0426
9.220953464,75.74888,1.93393,-102.0123
9.241251945,75.75288,1.937742,-101.988
9.261555195,75.76194,1.944157,-101.968
9.281858444,75.77001,1.940999,-101.9514
9.302160740,75.77468,1.939111,-101.9326
9.322463989,75.77568,1.934077,-101.916
9.340229034,75.7795,1.932794,-101.9051
9.360531807,75.78416,1.935388,-101.8918
9.380835056,75.79105,1.931504,-101.8768
9.401137352,75.79552,1.928046,-101.8585
9.421440601,75.79668,1.920676,-101.843
9.441739082,75.79672,1.916977,-101.8269
9.462042332,75.79884,1.913,-101.8084
9.482345581,75.79967,1.909364,-101.7876
9.500110149,75.80054,1.900379,-101.7663
9.520413399,75.80082,1.892009,-101.7408
9.540716648,75.80683,1.889525,-101.7117
9.561018944,75.80856,1.883781,-101.678
9.581322193,75.80798,1.885867,-101.6435
9.601624489,75.81202,1.885566,-101.6154
9.621927738,75.81866,1.889728,-101.593
9.642226219,75.82468,1.886048,-101.5752
9.662529468,75.82172,1.887359,-101.5586
9.680294990,75.82077,1.890365,-101.5437
9.700597286,75.81842,1.893188,-101.53
9.720900536,75.81789,1.888879,-101.5199
9.741203785,75.81879,1.886578,-101.5143
9.761506081,75.81712,1.885245,-101.5053
9.781809330,75.81655,1.881257,-101.4971
9.802112102,75.81351,1.878003,-101.4912
9.822415352,75.81408,1.87713,-101.4852
9.840176105,75.81548,1.874834,-101.4768
9.860478878,75.8167,1.867737,-101.4615
9.880782127,75.8187,1.863372,-101.4488
9.901084423,75.81257,1.863407,-101.4338
9.921387672,75.81184,1.856956,-101.4147
9.941690922,75.81664,1.845114,-101.3894
9.961993217,75.82405,1.842202,-101.3601
9.982296467,75.82049,1.839004,-101.3315
10.002599239,75.81017,1.835244,-101.3015
10.020364284,75.80909,1.831718,-101.2758
10.040663719,75.81441,1.833242,-101.2451
10.060966015,75.81685,1.830505,-101.2137
10.081269264,75.81304,1.83022,-101.1844
10.101571560,75.8112,1.830572,-101.1547
10.121874809,75.81364,1.828667,-101.1242
10.142178058,75.81368,1.82942,-101.0948
10.162480831,75.81233,1.83113,-101.0709
10.180245876,75.80965,1.83263,-101.0527
10.200549125,75.81272,1.834977,-101.0297
10.220851421,75.81314,1.827566,-101.0094
10.241150856,75.81261,1.825658,-100.9923
10.261453152,75.80248,1.822989,-100.9775
10.281756401,75.79669,1.820364,-100.9575
10.302059173,75.79915,1.815414,-100.9348
10.322362423,75.80313,1.809134,-100.9118
10.340127468,75.8024,1.806468,-100.8891
10.360429764,75.79167,1.800972,-100.8593
10.380733013,75.78623,1.79346,-100.8272
10.401036262,75.79292,1.795877,-100.7919
10.421339035,75.8001,1.793591,-100.7569
10.441637993,75.79852,1.79497,-100.7241
10.461940765,75.80009,1.795904,-100.6904
10.482243538,75.80705,1.803478,-100.6647
10.502546787,75.8114,1.805169,-100.6422
10.520311355,75.80954,1.804226,-100.6274
10.540614605,75.80452,1.803348,-100.612
10.560917377,75.80271,1.805364,-100.5947
10.581220150,75.81021,1.803628,-100.58
10.601523399,75.81126,1.806209,-100.5688
10.621826172,75.79836,1.808441,-100.5631
10.642125130,75.78895,1.807067,-100.5588
10.662427902,75.78757,1.805144,-100.5515
10.680192947,75.78728,1.798245,-100.5398
10.700496197,75.78154,1.793359,-100.5258
10.720798492,75.7756,1.793014,-100.5085
10.741101742,75.78307,1.789761,-100.4837
10.761404991,75.7876,1.776737,-100.4551
10.781707764,75.78551,1.773238,-100.4277
10.802010536,75.78649,1.776998,-100.3952
10.822313309,75.79192,1.770733,-100.3599
10.840074539,75.79836,1.763757,-100.3295
10.860377789,75.80367,1.766697,-100.2954
10.880680084,75.80505,1.767522,-100.261
10.900983334,75.80894,1.769842,-100.227
10.921286106,75.81532,1.767841,-100.195
10.941588879,75.82439,1.763885,-100.1654
10.961891651,75.82832,1.763068,-100.1393
10.982194901,75.82224,1.762641,-100.1167
11.002498150,75.82332,1.759028,-100.0991
11.020262718,75.83456,1.757417,-100.088
11.040561676,75.84714,1.754882,-100.0723
11.060864925,75.84692,1.754764,-100.0546
11.081167221,75.84814,1.747162,-100.04
11.101470470,75.85935,1.741642,-100.0282
11.121773243,75.87272,1.733341,-100.0207
11.142076492,75.8794,1.723517,-100.0101
11.162379741,75.88329,1.719054,-99.9967
11.180143833,75.88755,1.718231,-99.98243
11.200447082,75.89604,1.714457,-99.96985
11.220749855,75.90535,1.709811,-99.95909
11.241048813,75.903,1.714486,-99.9475
11.261352062,75.90087,1.711968,-99.9386
11.281654835,75.90519,1.708347,-99.92831
11.301957607,75.90958,1.704696,-99.91621
11.322260380,75.90401,1.702791,-99.90033
11.342563629,75.89838,1.699125,-99.88528
11.360328674,75.89368,1.701146,-99.8733
11.380631447,75.8906,1.698094,-99.8554
11.400934696,75.88764,1.690999,-99.83234
11.421237469,75.88532,1.68831,-99.80987
11.441535950,75.88351,1.685087,-99.78869
11.461839199,75.88643,1.682429,-99.76456
11.482141971,75.89,1.67687,-99.73514
11.502445221,75.89555,1.669965,-99.69761
11.520210266,75.89886,1.664799,-99.66423
11.540513039,75.90155,1.65989,-99.62852
11.560815811,75.90466,1.658306,-99.59363
11.581118584,75.90626,1.659042,-99.55915
11.601421833,75.90925,1.65745,-99.52589
11.621725082,75.91085,1.651943,-99.4977
11.642023563,75.91445,1.655163,-99.46991
11.662326813,75.91702,1.653651,-99.44466
11.680091858,75.91725,1.652734,-99.42724
11.700394154,75.91899,1.655303,-99.41232
11.720697403,75.91698,1.656007,-99.3945
11.741000175,75.91798,1.650894,-99.37209
11.761303425,75.91959,1.641563,-99.35165
11.781605720,75.92091,1.641451,-99.32814
11.801908970,75.91841,1.638157,-99.30225
11.822212219,75.91729,1.640163,-99.26597
11.842510700,75.92053,1.637587,-99.22424
11.860275745,75.92124,1.636502,-99.18827
11.880578995,75.91814,1.63355,-99.14331
11.900881767,75.91969,1.630889,-99.09409
11.921184540,75.91888,1.625731,-99.04398
11.941487312,75.9159,1.624976,-98.99033
11.961790562,75.91051,1.626794,-98.93614
11.982092857,75.90757,1.626753,-98.88124
12.002396107,75.90539,1.622414,-98.82909
12.020161152,75.90533,1.617838,-98.78429
12.040460109,75.90404,1.619855,-98.73681
12.060762882,75.89881,1.624081,-98.69386
12.081066131,75.89463,1.625103,-98.6561
12.101368904,75.89531,1.628089,-98.62433
12.121672153,75.89769,1.629428,-98.6023
12.141974449,75.89968,1.633999,-98.58568
12.162277698,75.89779,1.633407,-98.57189
12.180042743,75.89314,1.635576,-98.56533
12.200345516,75.88679,1.638171,-98.56334
12.220648765,75.88361,1.637479,-98.5589
12.240947246,75.88311,1.636281,-98.55302
12.261250496,75.87923,1.631463,-98.54433
12.281553268,75.87695,1.630373,-98.53443
12.301856041,75.87383,1.628408,-98.5224
12.322159290,75.87447,1.625557,-98.50595
12.342461586,75.87187,1.619908,-98.48431
12.360227108,75.86575,1.615322,-98.46364
12.380529880,75.8687,1.610557,-98.43711
12.400832653,75.87469,1.602257,-98.40681
12.421135902,75.88348,1.593757,-98.37059
12.441434383,75.88537,1.585728,-98.33087
12.461737633,75.88638,1.582415,-98.2865
12.482040882,75.8883,1.581354,-98.23991
12.502343178,75.89217,1.577568,-98.19128
12.520108223,75.89156,1.574502,-98.14928
12.540411472,75.8903,1.571629,-98.10188
12.560714245,75.89155,1.567001,-98.05826
12.581017494,75.89402,1.5666,-98.01711
12.601319790,75.89706,1.564581,-97.97787
